key,en,es,fr,ar
Records.exportAllRecordsTitle,Export all records,Exportar todos los récords,Exporter tous les records,تصدير جميع السجلات
Records.exportAllRecordsLabel,Export all records as single file,Exportar todos los récords en un solo archivo,Exporter tous les records en un seul fichier,تصدير جميع السجلات كملف واحد
Records.manageNewRecords,Export Records,"Exportar récords
",Exporter les records,تصدير السجلات
Config.stylesTitle,Visual Styling,Estilo de visualización,Style visuel,التصميم المرئي
StartCountdown,Start Timer,Iniciar el Reloj,Démarrer le chronomètre,بدء المؤقت
EndBreak,End Break,Fin del Descanso,Fin de la pause.,نهاية الاستراحة
StopCompetition,Stop Competition,Detener la Competencia,Arrêter la compétition,إيقاف المنافسة
ResumeCompetition,Resume Competition,Reanudar la competencia,Redémarrer la compétition,استئناف المنافسة
CountdownType.Title,Break Countdown,Cuenta regresiva de descanso,Décompte de pause,العد التنازلي للاستراحة
InterruptionType.Title,Interruption,Interrupción,Interruption,انقطاع
Wait.Text,Wait until break is explicitly terminated.,Espere hasta que la interrupción finalice explícitamente.,Attendre que la pause soit terminée explicitement.,انتظر حتى تنتهي الاستراحة بشكل صريح.
CountdownType.TARGET,End at specified time,Fin a la hora indicada,Fin à une heure spécifique,النهاية في الوقت المحدد
Result.Change,Change,Cambio,Changement,تغيير
BreakType.Title,Break Type,Tipo de Pausa,Type de pause,نوع الاستراحة
BreakType.Label_FIRST_CJ,Before Clean & Jerk,Antes del Envión,Décompte avant l'épaulé-jeté,قبل النطر والدفع
BreakType.Label_BEFORE_INTRODUCTION,Before Introduction,Antes de la Presentación,Décompte avant la présentation,قبل التقديم
BreakType.Label_FIRST_SNATCH,Before Snatch,Antes del Arranque,Décompte avant l'arraché,قبل الخطف
BreakType.Label_CEREMONY,Ceremony,Premiación,Cérémonie,الحفل
BreakType.CEREMONY,Ceremony,Premiación,Cérémonie,الحفل
BreakManagement.InterruptionsAndJury,Interruptions & Jury,Interrupciones y jurado.,Interruptions et jury,الانقطاعات واللجنة
BreakManagement.BreaksAndCeremonies,Breaks & Ceremonies,Descansos y Ceremonias,Pauses et cérémonies,الاستراحات والمراسم
BreakManagement.countdownActiveError,A break is under way. Stopping the competition requires ending the break first.,Se está produciendo un descanso. Para detener la competición es necesario acabar primero مع الاستراحة.,Une pause est en cours. La terminer avant d'interrompre la compétition.
BreakManagement.interruptionActiveError,Competition is stopped. Resume the competition before starting a break.,Se detiene la competencia. Reanudar la المنافسة antes de iniciar un descanso.,La compétition est interrompue.  La redémarrer avant de lancer une pause.
BreakManagement.needCountdownSelection,Select the type of break,Seleccione el tipo de descanso,Choisir le type de pause,اختر نوع الاستراحة
BreakManagement.needInterruptionSelection,Select the cause of the interruption,Seleccione la causa de la interrupción,Choisir la raison de l'interruption,اختر سبب الانقطاع
Change,Change,Cambio,Changement,تغيير
Processing,This dialog will close automatically once the document is created.,Este diálogo se cerrará automáticamente una vez creado el documento.,Ce dialogue se fermera lorsque le document sera disponible.,سيتم إغلاق هذه النافذة تلقائيًا بمجرد إنشاء المستند.
LongProcessing,\u26a0 This document can take a little while to be created depending on the number of athletes. This dialog will close when done.,"\u26a0 El documento puede tardar mientras se crea, dependiendo del número de atletas. Este diálogo se cerrará عندما يكون جاهزًا.",\u26a0 Ce document peut être plus long à produire selon le nombre d'athlètes.  Ce dialogue se fermera lorsqu'il aura été produit.,⚠️ قد يستغرق إنشاء هذا المستند بعض الوقت اعتمادًا على عدد الرياضيين. سيتم إغلاق هذه النافذة عند الانتهاء.
WarmupScoreboards,Warmup Scoreboards,Marcadores para المدربين,Tableaux pour entraîneurs,لوحات نتائج الإحماء
WarmupScoreboards.explanation,These scoreboards are meant for counting attempts in the warmup area.  They do not change during ceremonies.,Estos marcadores están destinados a contar los المحاولات في منطقة الإحماء. لا cambian durante las ceremonias.,Ces tableaux permettent de compter les essais dans la zone de réchauffement.  Ils ne changent pas durant les cérémonies.
PublicScoreboards,Public Scoreboards,Marcadores públicos,Tableaux publics,لوحات النتائج العامة
PublicScoreboards.explanation,These scoreboards switch during ceremonies and are meant for the main room.,Estos marcadores cambian durante las ceremonias y están destinados al público.,Ces tableaux changent durant les cérémonies et sont destinés au public.
JuryNotification.CALL_REFEREES,Jury discussion with referee(s).,Discusión del jurado مع الحكام,Jury discussion with referee(s).,مناقشة اللجنة مع الحكام.
CompetitionBook.MQ,Men's Q-points,Q-points Hombres,Hommes Q-points,نقاط Q للرجال
CompetitionBook.WQ,Women's Q-points,Q-points Mujeres,Femmes Q-points,نقاط Q للنساء
Qpoints,Q-points,Q-points,Q-points,نقاط Q
Results.Qpoints,Q-points,Q-points,Q-points,نتائج نقاط Q
Config.stylesLabel,"Directory under ""local/css"" for scoreboard styles (""nogrid by default"")","Directorio en ""local/css"" para estilos de marcador (""nogrid por defecto"")","Répertoire sous ""local/css"" avec les fichiers css pour les tableaux (""nogrid"" par défaut)",دليل تحت ""local/css"" لأنماط لوحة النتائج (""بدون شبكة افتراضية"")
ChallengeCard,Challenge Card,Tarjeta de Apelación,Appel de décision,بطاقة التحدي
ChallengeCard.SessionPattern,Session {0},Tanda {0},Plateau {0},نمط الجلسة
CheckVersion.running,You are running version {0}.,Estás utilizando la versión {0}.,Vous exécutez la version {0}.,أنت تستخدم الإصدار {0}.
CheckVersion.referenceStable,The current stable version is {0}.,La versión actual estable es {0}.,La version stable courante est {0}.,الإصدار المستقر الحالي هو {0}.
CheckVersion.referencePrerelease,The current prerelease version is {0}.,La versión preliminar الحالية es {0}.,La version préliminaire courante est {0},الإصدار التجريبي الحالي هو {0}.
CheckVersion.ahead,You are ahead of the current version.,Estás por delante de la versión الحالية.,Vous êtes en avance sur la version courante.
CheckVersion.ok,You are running the current version.,Estás ejecutando la versión actual.,Vous avez la version courante.,أنت تستخدم الإصدار الحالي.
CheckVersion.behind,You should update to the current version.,Debes actualizar a la versión actual.,Vous devriez installer la version courante.,يجب عليك التحديث إلى الإصدار الحالي.
CheckVersion.clickToDownload,Click here to download.,Haga clic aquí para descargar la versión الحالية.,Cliquer ici pour télécharger la version courante.
CheckVersion.clickCloudUpdate,Click here to update.,Haga clic aquí para actualizar su versión en la nube.,Cliquer ici pour vous mettre à jour.,انقر هنا لتحديث إصدارك في السحابة.
RefreshList,Refresh,Actualizar,Rafraîchir,تحديث
ScoreboardWLeadersButton,Scoreboard with Leaders and records,Marcador con líderes y récords,Tableau avec meneurs et records,لوحة النتائج مع القادة والسجلات
AdvancedPreparation.Explanation,"SBDE (Start Book Data Entry) contains the registration, eligibility and team information for athletes, as well as sessions and officials.","SBDE (Start Book Data Entry) contiene el registro, la elegibilidad y la información del equipo para los atletas, así como las sesiones y los oficiales.","Le SBDE (Start Book Data Entry) contient toutes les informations d'inscription, d'éligibilité et d'équipes, ainsi que les sessions et officiels.",SBDE (بدء إدخال بيانات الكتاب) يحتوي على معلومات التسجيل والأهلية والفريق للرياضيين، بالإضافة إلى الجلسات والمسؤولين.
AdvancedPreparation.Export,Export SBDE Excel,Exportar SBDE Excel,Exporter Excel SBDE,تصدير SBDE إلى Excel
AdvancedPreparation.Import,Import SBDE Excel,Importar SBDE Excel,Importer  Excel SBDE,استيراد SBDE إلى Excel
AdvancedPreparation.Title,Advanced Preparation Functions,Funciones de preparación avanzadas,Fonctions avancées de préparation,وظائف التحضير المتقدمة
SubCategory,A/B/C/...,A/B/C/...,A/B/C/...,A/B/C/...,
EmptyInstructions.1,"Birth dates should be in international year-month-day format YYYY-MM-DD (2000-12-31 is December 31, 2000)",Las fechas de nacimiento deben estar en formato internacional año-mes-día. YYYY-MM-DD (2000-12-31 es 31 de Diciembre de 2000),Les dates de naissance doivent être en format international année-mois-jour YYYY-MM-DD (2000-12-31 est le 31 décembre 2000),يجب أن تكون تواريخ الميلاد بتنسيق السنة-الشهر-اليوم الدولي. YYYY-MM-DD (2000-12-31 هو 31 ديسمبر 2000)
EmptyInstructions.2,"If using only the year, 4 digits are required.","Si se utiliza sólo el año, se requieren 4 dígitos.","Si l'année seule est utilisée, les 4 chiffres sont requis.",إذا كنت تستخدم السنة فقط، فمطلوب 4 أرقام.
EmptyInstructions.3,"Gender is M for Men, F for women.","El género es M para hombres, F para mujeres.","Le genre est M pour masculin, F pour féminin.",الجنس هو M للذكور، F للإناث.
EmptyInstructions.4,Heavyweight categories are written 81+ 87+ 102+ 109+ etc.,Las categorías de peso pesado se escriben 81+ 87+ 102+ 109+ etc.,Les catégories super-lourdes sont notées 81+ 87+ 102+ 109+ etc.,تكتب فئات الوزن الثقيل 81+ 87+ 102+ 109+ إلخ.
AgeGroups.ExportDefinitions,Export Definitions,Definicion de Exportaciòn,Exporter les définitions,تصدير التعريفات
About.Bugs_Title,Reporting Problems,Problemas de informes,Signaler un problème,الإبلاغ عن المشاكل
About.Bugs,"Please report issues on <a href=""https://github.com/jflamy/owlcms4/issues"">this page</a> or by e-mail at <a href=""mailto:owlcms-bugs@jflamy.dev"">owlcms-bugs@jflamy.dev</a>","Informe los problemas en <a href=""https://github.com/jflamy/owlcms4/issues"">this page</a> or by e-mail at <a href=""mailto:owlcms-bugs@jflamy.dev"">owlcms-bugs@jflamy.dev</a>","Signaler les problèmes sur <a href=""https://github.com/jflamy/owlcms4/issues"">cette page</a> or par e-mail à <a href=""mailto:owlcms-bugs@jflamy.dev"">owlcms-bugs@jflamy.dev</a>",يرجى الإبلاغ عن المشاكل في <a href=""https://github.com/jflamy/owlcms4/issues"">هذه الصفحة</a> أو عبر البريد الإلكتروني على <a href=""mailto:owlcms-bugs@jflamy.dev"">owlcms-bugs@jflamy.dev</a>
About.Community_Title,Community Forum,Foro Comunitario,Community Forum,منتدى المجتمع
About.Community,"You can ask questions on the <a href=""https://groups.google.com/g/owlcms"">owlcms community forum</a>","Puedes hacer preguntas en el <a href=""https://groups.google.com/g/owlcms"">owlcms community forum</a>","You can ask questions on the <a href=""https://groups.google.com/g/owlcms"">owlcms community forum</a>",يمكنك طرح الأسئلة في <a href=""https://groups.google.com/g/owlcms"">منتدى مجتمع owlcms</a>
Ranking.BW_SINCLAIR,Sinclair,Sinclair,Sinclair,سينكلير
Ranking.SMM,SM(H)F,SM(H)F,SM(H)F,SM(H)F
Ranking.ROBI,Robi,Robi,Robi,روبي
Ranking.QPOINTS,Q-points,Q-points,Q-points,نقاط Q
Results.Qpoints,Q-points,Q-points,Q-points,نتائج نقاط Q
Ranking.GAMX,GAMX,GAMX,GAMX,GAMX
Ranking.CUSTOM,Custom,Custom,Custom,مخصص
Ranking.CAT_SINCLAIR,Category Sinclair,Categoria Sinclair,Sinclair Cat.,فئة سينكلير
Ranking.TOTAL,Total,Total,Total,الإجمالي
Scoreboard.TopScore,Top {0},Top {0},Mejores {0},Meilleurs {0},أفضل {0}
Scoreboard.TopScoreMen,Top {0} &ndash; Men,Mejor {0}  &ndash; Masculino,Meilleurs {0} &ndash; Hommes,أفضل {0} - رجال
Scoreboard.TopScoreWomen,Top {0} &ndash; Women,Mejor {0}  &ndash; Femenino,Meilleurs {0} &ndash; Femme,أفضل {0} - نساء
Scoreboard.TopTeamsScore,Top Team {0},El mejor equipo {0},Meilleurs {0} par équipe,أفضل فريق {0}
Scoreboard.TopTeamsScoreMen,Top Team {0} &ndash; Men,"Varones, Mejor Equipo {0}",Meilleurs {0} par équipe &ndash; Hommes,أفضل فريق - رجال
Scoreboard.TopTeamsScoreWomen,Top Team {0} &ndash; Women,"Damas, Mejor Equipo {0}",Meilleurs {0} par équipe &ndash; Femmes,أفضل فريق - نساء
Config.DownloadLocalDirZipLabel,Backup the laptop local override directory (7z zip format),Haga una copia de seguridad del directorio de anulación المحلي de la computadora portátil (formato zip 7z),Backup du répertoire local du laptop (format 7z),نسخ احتياطي للدليل المحلي على الكمبيوتر المحمول (تنسيق zip 7z)
Config.TemplateSelection,Selection of the Available Excel Templates,Selección de las plantillas de Excel disponibles,Sélection des modèles Excel disponibles,اختيار قوالب Excel المتاحة
LocalOverride.Title,Restore the laptop local override directory,Restaurar el directorio de anulación المحلي de la computadora portátil,Restaurer le répertoire local du laptop,استعادة الدليل المحلي على الكمبيوتر المحمول
LocalOverride.DirUploadButton,Load Zip File...,Cargar archivo .zip,Charger .zip,تحميل ملف مضغوط
LocalOverride.DirUploadDropZone,Drop Zip File Here...,Arrastra fichero .zip aqui...,Glisser Fichier .zip ici ..,اسحب ملف .zip هنا...
Config.DownloadLabel,Retrieve the override zip from database,Retrieve the override zip from database,Récupérer le zip de subtitution de la base de données,استرجاع ملف zip من قاعدة البيانات
Config.UploadLabel,Load a local override zip to the database,Load a local override zip to the database,Charger un zip de substitution dans la base de données,تحميل ملف zip محلي إلى قاعدة البيانات
Competition.startNumbersByAgeGroup,Display categories ordered by age group,Ordenar categorías por grupo de edad en el marcador,Afficher les catégories en ordre de groupe d'âge,عرض الفئات مرتبة حسب المجموعة العمرية
Preparation.Check-in,Check-in Sheet,Hoja de check-in,Feuille de présences,نموذج تسجيل الحضور
Announcer.JuryDecisionTitle,Jury Decision,Decisión del jurado,Décision du Jury,قرار اللجنة
Announcer.JuryDecisionExplanation,Please announce the decision and the reason.<br/> Then use the button below to update the system according to the decision and resume the competition.,Por favor anuncie la decisión y el motivo.<br/> Luego utilice el botón para actualizar el sistema según la decisión y reanudar la competencia.,Veuillez annoncer la décision et la raison<br/>. Ensuite utiliser le bouton pour mettre à jour le système selon la décision et redémarrer la compétition.,يرجى إعلان القرار والسبب.<br/> ثم استخدم الزر أدناه لتحديث النظام وفقًا للقرار واستئناف المنافسة.
Announcer.PerformJuryDecision,Display the decision and update system,Mostrar la decisión y تحديث النظام.,Afficher la décision et mettre à jour,عرض القرار وتحديث النظام
Announcer.IgnoreJuryDecision,Ignore and Resume,Ignorar y reanudar,Ignorer et reprendre,تجاهل واستئناف
Competition.announcerControlledJury,Announcer controls the display of jury decisions,El locutor controla la visualización de las decisiones del jurado.,L'annonceur contrôle l'affichage des décisions du jury,المعلق يتحكم في عرض قرارات اللجنة
AgeGroups.Predefined,Predefined Age Group Definitions,Definiciones de grupos de edad estandar,Définitions prédéfinies,تعريفات المجموعات العمرية القياسية
AgeGroups.LoadPredefined,Load Predefined Definition,Cargar definiciones estandar,Charger une définition prédéfinie,تحميل تعريفات قياسية
AgeGroups.Custom,Custom Age Group Definitions,Definiciones de grupos de edad personalizados,Définitions sur mesure,تعريفات المجموعات العمرية المخصصة
AgeGroups.UploadCustom,Upload Custom Age Group Definitions,Cargar definiciones de grupos de edad personalizados,Charger une définition sur mesure,تحميل تعريفات المجموعات العمرية المخصصة
AgeGroups.Reassign,Athlete Eligibility,Elegibilidad del atleta,Calcul d'éligibilité,أهلية الرياضي
AgeGroups.WarningWillReplaceAll,Beware! This will reassign each athlete's category based on the active age groups.<ul><li>You should double-check category participations after reassignment</li><li>Team memberships will be reset and need to be reviewed.</li></ul>,¡Cuidado! Esto reasignará la categoría de cada atleta en función de los grupos de edad activos.<ul><li>Debe verificar las participaciones en las categorías después de la reasignación</li><li>Las inscripciones del الفريق se restablecerán y deberán revisarse.</li> </ul>,Attention! Ceci va réaffecter les athlètes à leur catégorie selon les groupes d'âges actifs.<ul><li>Revisez les catégories de participation après le recalcul</li><li>L'appartenance aux équipes est réinitialisée et doit être révisée</li></ul>,تحذير! سيؤدي هذا إلى إعادة تعيين فئة كل رياضي بناءً على مجموعات العمر النشطة. <ul><li>يجب عليك التحقق من مشاركات الفئات بعد إعادة التعيين</li><li>ستتم إعادة تعيين عضويات الفريق ويجب مراجعتها.</li></ul>
Registration.UnknownColumnHeader,Unknown Column Header,Encabezado de columna desconocido,Entête de colonne inconnu,عنوان العمود غير معروف
Jury.JurySheet,Jury Sheet,Hoja del Jurado,Évaluation par Jury,ورقة اللجنة
Jury.JuryMember,Jury Member,Miembro del Jurado,Membre du Jury,عضو اللجنة
Jury.Signature,Signature,Firma,Signature,التوقيع
Jury.Level,Level,Nivel,Niveau,المستوى
Jury.Score,Computed Scores,Nivel,Score calculé,النتيجة
Jury.A,A - Number of attempts,A - Número de intentos,A - Nombre d'essais,أ - عدد المحاولات
Jury.B,B - Incomplete Attempts,B - Intentos no completados,B - Essais non-complétés,ب - المحاولات غير المكتملة
Jury.C,C - Assessed Lifts (A-B),C - Levantamientos evaluados (A-B),C - Essais jugés (A-B),ج - الرفعات المقدرة (أ-ب)
Jury.D,D - Errors Made,D - Errores Cometidos,D - Erreurs,د - الأخطاء
Jury.E,E - Correct Decisions (C-D),E - Decisiones Correctas (C-D),E - Décisions correctes (C-D),هـ - القرارات الصحيحة (ج-د)
Jury.F,F - Score (E / C),F - Puntuación  (E / C),F - Note (E/C),و - النتيجة (هـ / ج)
Config.VideoDataTitle,URL for Video Data,URL para datos de vídeo,URL pour données video,رابط بيانات الفيديو
Config.videoDataURL,URL that will receive structured JSON data,URL que recibirá datos JSON estructurados,URL qui recevra des données structurées en JSON,رابط استلام بيانات JSON المنظمة
Config.videoStylesLabel,"Styles for video streaming (""transparent"" by default, use ""nogrid"" to have the same scoreboards as on-site)","استايلات لبث الفيديو (شفاف بشكل افتراضي، استخدم "nogrid" للحصول على نفس لوحات النتائج كما في الموقع)","Styles pour le streaming vidéo (""transparent"" par défaut, utilisez ""nogrid"" pour avoir les mêmes tableaux d'affichage que sur site)",أنماط بث الفيديو (شفاف بشكل افتراضي، استخدم "nogrid" للحصول على نفس لوحات النتائج كما في الموقع)
WeighIn.Batch,Quick Mode,Modo rápido,Saisie rapide,وضع سريع
WeighIn.UpdateAndNext,Update and Next,Actualizar y Siguiente,Mise à jour et suivant,تحديث وانتقال
Championship,Championship,Campeonato,Championnat,البطولة
Championship.U,By Age Group,Grupo de Edad,Par groupes d'âge,حسب المجموعة العمرية
Championship.DEFAULT,Open,POR DEFECTO,Open,مفتوح
Championship.IWF,IWF,IWF,IWF,الاتحاد الدولي
Championship.MASTERS,Masters,Masters,Masters,الماجستير
Competition.masters20kg,Use 20kg rule for Masters instead of 80%,Utilice la regla de los 20 kg para Máستر en lugar del 80%,Utiliser la règle des 20 kg pour les Masters au lieu de 80 %,استخدم قاعدة 20 كجم للماجستير بدلاً من 80%
Competition.Invited/Extra,Extra/Invitado,Supplémentaire/Invité,مدعو/إضافي
ColorSelection,Background Color Selection,Selección de color de fondo,Sélection de la couleur d'arrière-plan,اختيار لون الخلفية
ColorSelection.Intro,"This section controls the background color used when streaming, for the scoreboard heading and for the attempt board","Esta sección controla el color de الخلفية المستخدم عند البث، لعنوان لوحة النتائج ولوحة المحاولات","Cette section contrôle la couleur d'arrière-plan utilisée lors de la diffusion, pour l'en-tête du tableau de bord et pour le tableau des tentatives",تتحكم هذه القسم في لون الخلفية المستخدم عند البث، لعنوان لوحة النتائج ولوحة المحاولات
ColorSelection.EnabledLabel,Override the default,Sobreescribir el valor predeterminado,Remplacer la valeur par défaut,تجاوز القيمة الافتراضية
ColorSelection.EnabledHelperText,"If selected, the color picked at the right will be used instead of the default CSS style sheet","Si se selecciona, se utilizará el color elegido a la derecha en lugar de la hoja de estilo CSS predeterminada.","Si cette option est sélectionnée, la couleur choisie à droite sera utilisée à la place de la feuille de style CSS par défaut",إذا تم تحديدها، سيتم استخدام اللون المختار على اليمين بدلاً من ورقة أنماط CSS الافتراضية
ColorSelection.Label,Color Picker,Selector de color,Sélecteur de couleurs,اختيار اللون
ColorSelection.Helper,"Click on the colored box to pick a color, or use the dropdown to select a preset. You may also type an HTML color in the #ffffff format.",Haz clic en el cuadro de color para elegir un color o usa el menú desplegable para seleccionar un ajuste preestablecido. También puedes escribir لون HTML بتنسيق #ffffff.,Cliquez sur la case colorée pour choisir une couleur ou utilisez le menu déroulant pour sélectionner un préréglage. Vous pouvez également saisir une couleur HTML au format #ffffff.
VideoStreaming.Intro,The displays on this page are used for video streaming.  A transparent background is used on the scoreboards.,Las pantallas de esta página se utilizan para la transmisión de vídeo. لوحات النتائج لها خلفية شفافة.,Les écrans de cette page sont utilisés pour le streaming vidéo. Un fond transparent est utilisé sur les tableaux d'affichage.
TechnicalOfficial,Technical Official,Oficial Técnico,Responsable technique,مسؤول فني
TechnicalOfficials,Technical Officials,Oficiales técnicos,Officiels techniques,المسؤولون الفنيون
TechnicalOfficial.LastName,Last Name,Apellido,Nom,اسم العائلة
TechnicalOfficial.FirstName,First Name,Nombre,Prénom,الاسم الأول
TechnicalOfficial.Level,Level,Nivel,Niveau,المستوى
TechnicalOfficial.Federation,Federation,Federación,Fédération,الاتحاد
TechnicalOfficial.FederationId,Federation Membership Id,ID de miembro de la federación,Numéro de membre de la Fédération,رقم تعريف عضوية الاتحاد
TechnicalOfficial.IWFId,IWF Card Number,Número de tarjeta IWF,Numéro de carte IWF,رقم بطاقة IWF
TechnicalOfficials.ImportExport,Import/Export,Importación/Exportación,Importation/Exportation,استيراد/تصدير
TechnicalOfficials.Upload,Import,Importar,Importer,استيراد
TechnicalOfficials.Export,Export,Exportar,Exporter,تصدير
TechnicalOfficials.AssignmentReports,Assignment Reports,Informes de asignación,Rapports d''affectation,تقارير التعيين
TechnicalOfficials.ExportAssignmentReports,Download Assignment Report,Descargar informe de asignación,Télécharger le rapport d''affectation,تنزيل تقرير التعيين
DropZone,Drop a file here,Suelta un archivo aquí,Déposer un fichier ici,اسحب ملفًا هنا
SelectFile,Select a file,Seleccione un archivo,Sélectionner un fichier,اختر ملفًا
Competition.EndDate,Competition End Date,Fecha de finalización del concurso,Date de fin du concours,تاريخ انتهاء المنافسة
Competition.LeaveEmpty,Leave empty if same as Start Date,Déjelo vacío si es igual a la fecha de inicio,Laisser vide si identique à la date de début,اتركه فارغًا إذا كان مثل تاريخ البدء
TOLevel.LocalCandidate,Regional Examination,Examen regional,Examen régional,امتحان إقليمي
TOLevel.Local,Regional,Regional,Régional,إقليمي
TOLevel.NationalCandidate,National Examination,Examen Nacional,Examen national,امتحان وطني
TOLevel.National,National,Nacional,National,وطني
TOLevel.IWF2Candidate,IWF 2 Examination,Examen IWF 2,Examen IWF 2,امتحان IWF 2
TOLevel.IWF2,IWF 2,IWF 2,IWF 2, IWF 2
TOLevel.IWF1Candidate,IWF 1 Examination,Examen IWF 1,Examen IWF 1,امتحان IWF 1
TOLevel.IWF1,IWF 1,IWF 1,IWF 1, IWF 1
Competition.nonMastersRulesTitle,Rules for the regular (non-masters) sessions,Reglas para las sesiones regulares (no Másters),Règles pour les sessions régulières (non-Masters),قواعد الجلسات العادية (غير الماسترز)
Competition.mastersRulesTitle,Rules for Masters Sessions,Reglas para sesiones Másters,Règles pour les sessions Masters,قواعد جلسات الماسترز
Competition.IMWARules,"Apply IMWA Rules (80%, Team Points)","Aplicar reglas IMWA (80%, puntos de equipo)","Appliquer les règles IMWA (80%, points d'équipe)","تطبيق قواعد IMWA (80%، نقاط الفريق)"
Competition.IMWA,IMWA,IMWA,IMWA,IMWA
Competition.mastersCompetition,Masters Competition,Competición Másters,Compétition Masters,مسابقة الماسترز
Competition.mastersCompetitionCheckbox,Sessions follow Masters rules by default,Las sesiones siguen las reglas Másters por defecto,Les sessions suivent les règles Masters par défaut,الجلسات تتبع قواعد الماسترز بشكل افتراضي
Competition.mastersCompetitionHelper,Oldest age groups are weighed-in earlier and get smaller start numbers.,Los grupos de edad más avanzada son pesados قبل y reciben أرقام خروج أصغر.,Les groupes d'âge les plus âgés sont pesés plus tôt et reçoivent des numéros de départ plus petits.,تُوزن المجموعات العمرية الأكبر سناً في وقت سابق وتحصل على أرقام بدء أصغر.
Results.WinnersOnly,Category Winners Only,Solo ganadores de categorías,Gagnants de catégorie uniquement,فقط الفائزون في الفئات
Gender.Mixed,Mixed,Mixto,Mixte,مختلط
Scoreboard.TopTeamsMixed,Top Teams - Mixed,Mejores Equipos - Mixtos,Meilleures Équipes - Mixtes,أفضل الفرق - مختلط
Scoreboard.SelectGenders,Select Genders,Seleccionar Géneros,Sélectionner les genres,اختر الجنس
TechnicalOfficial.Affiliation,Affiliation,Afiliación,Affiliation,الانتماء
SBDE.AthleteOptions,Athlete Options,Opciones de atleta,Options pour les athlètes,خيارات الرياضي
SBDE.AthleteOptions_WARNING,It is strongly suggested to export the current database as a backup before executing the update.,Se recomienda encarecidamente exportar la base de datos actual como copia de seguridad antes de ejecutar la actualización.,Il est fortement suggéré d'exporter la base de données actuelle en tant que sauvegarde avant d'exécuter la mise à jour.,يوصى بشدة بتصدير قاعدة البيانات الحالية كنسخة احتياطية قبل تنفيذ التحديث.
SBDE.AthleteOptions_IGNORE_ATHLETES,"Ignore athletes, only process the sessions","Ignorar a los atletas, solo procesar las sesiones.","Ignorer les athlètes, traiter uniquement les sessions",تجاهل الرياضيين، معالجة الجلسات فقط
SBDE.AthleteOptions_DELETE_ATHLETES,Delete all athletes before processing,Eliminar todos los atletas antes de procesar,Supprimer tous les athlètes avant le traitement,حذف جميع الرياضيين قبل المعالجة
SBDE.AthleteOptions_UPDATE_ADD_ATHLETES,"Update existing athletes (keep declarations, changes, lifts) and add new athletes","Actualizar atletas existentes (mantener declaraciones, cambios, levantamientos) y agregar nuevos atletas","Mettre à jour les athlètes existants (conserver les déclarations, les modifications, les levées) et ajouter de nouveaux athlètes",تحديث الرياضيين الحاليين (الاحتفاظ بالإعلانات، التغييرات، الرفع) وإضافة رياضيين جدد
SBDE.AthleteOptions_ADD_ATHLETES,"Only add athletes, don't touch the existing athletes","Solo agrega atletas, no toques a los atletas existentes.","Ajoutez uniquement des athlètes, ne touchez pas aux athlètes existants",إضافة رياضيين فقط، عدم لمس الرياضيين الحاليين
SBDE.SessionOptions,Session Options,Opciones de sesión,Options de session,خيارات الجلسة
SBDE.SessionOptions_IGNORE_SESSIONS,"Ignore sessions, only process the athletes","Ignorar sesiones, procesar solo a los atletas.","Ignorer les sessions, traiter uniquement les athlètes",تجاهل الجلسات، معالجة الرياضيين فقط
SBDE.SessionOptions_UPDATE_ADD_SESSIONS,"Update existing sessions, add new ones","Actualizar sesiones existentes, agregar nuevas","Mettre à jour les sessions existantes, en ajouter de nouvelles",تحديث الجلسات الحالية، إضافة جلسات جديدة
